time,o,h,l,c,volume,complete
2025-04-07 11:20:00,1.09533,1.09558,1.09358,1.09445,2439,True
2025-04-07 11:25:00,1.09445,1.09468,1.09399,1.09449,2256,True
2025-04-07 11:30:00,1.09448,1.0954,1.0944,1.0946,2157,True
2025-04-07 11:35:00,1.09461,1.095,1.09384,1.09439,2396,True
2025-04-07 11:40:00,1.0944,1.09501,1.09414,1.09469,2370,True
2025-04-07 11:45:00,1.09468,1.09527,1.09452,1.09516,2082,True
2025-04-07 11:50:00,1.09516,1.09673,1.09506,1.09651,2137,True
2025-04-07 11:55:00,1.09655,1.09705,1.09647,1.09705,2333,True
2025-04-07 12:00:00,1.09705,1.09705,1.09633,1.09669,2777,True
2025-04-07 12:05:00,1.0967,1.09689,1.09613,1.09675,2260,True
2025-04-07 12:10:00,1.09675,1.09677,1.09528,1.09545,2181,True
2025-04-07 12:15:00,1.09546,1.09596,1.09528,1.09563,2131,True
2025-04-07 12:20:00,1.09561,1.09599,1.09534,1.09552,2076,True
2025-04-07 12:25:00,1.09554,1.09558,1.09401,1.09443,3023,True
2025-04-07 12:30:00,1.09442,1.09576,1.09435,1.09568,3045,True
2025-04-07 12:35:00,1.09566,1.0969,1.09555,1.09677,2109,True
2025-04-07 12:40:00,1.09677,1.09795,1.0964,1.09729,2569,True
2025-04-07 12:45:00,1.09726,1.0988,1.09719,1.0986,3521,True
2025-04-07 12:50:00,1.0986,1.09923,1.09802,1.09824,3892,True
2025-04-07 12:55:00,1.09824,1.0984,1.09726,1.09746,2333,True
2025-04-07 13:00:00,1.09746,1.09774,1.09683,1.0971,2816,True
2025-04-07 13:05:00,1.0971,1.0976,1.09661,1.09706,2166,True
2025-04-07 13:10:00,1.09707,1.09743,1.09665,1.09721,2145,True
2025-04-07 13:15:00,1.0972,1.0978,1.0969,1.09726,2139,True
2025-04-07 13:20:00,1.09727,1.09737,1.09574,1.09589,2039,True
2025-04-07 13:25:00,1.09589,1.09706,1.09584,1.09676,1945,True
2025-04-07 13:30:00,1.09676,1.09724,1.096,1.09641,2982,True
2025-04-07 13:35:00,1.0964,1.09706,1.09586,1.09635,2296,True
2025-04-07 13:40:00,1.09635,1.09705,1.09527,1.09547,2457,True
2025-04-07 13:45:00,1.09548,1.09554,1.09394,1.09405,3111,True
2025-04-07 13:50:00,1.09406,1.09483,1.09391,1.09474,3013,True
2025-04-07 13:55:00,1.09476,1.09489,1.0938,1.09422,2555,True
2025-04-07 14:00:00,1.09423,1.09498,1.09394,1.09474,2923,True
2025-04-07 14:05:00,1.09472,1.09478,1.09362,1.09368,2850,True
2025-04-07 14:10:00,1.09367,1.09841,1.09367,1.09655,7990,True
2025-04-07 14:15:00,1.09661,1.09714,1.09485,1.09518,5016,True
2025-04-07 14:20:00,1.09526,1.09704,1.09488,1.09488,4422,True
2025-04-07 14:25:00,1.09487,1.09532,1.09374,1.09491,2380,True
2025-04-07 14:30:00,1.09471,1.09541,1.09415,1.0951,2257,True
2025-04-07 14:35:00,1.09509,1.0958,1.09353,1.09375,3086,True
2025-04-07 14:40:00,1.09375,1.09442,1.0935,1.09363,3319,True
2025-04-07 14:45:00,1.09362,1.09428,1.09239,1.0924,3684,True
2025-04-07 14:50:00,1.09237,1.0937,1.09185,1.09243,4094,True
2025-04-07 14:55:00,1.09244,1.09298,1.09177,1.09226,4563,True
2025-04-07 15:00:00,1.09226,1.09249,1.09069,1.09171,4674,True
2025-04-07 15:05:00,1.09171,1.09241,1.09104,1.0912,3173,True
2025-04-07 15:10:00,1.09118,1.09287,1.09083,1.09222,3473,True
2025-04-07 15:15:00,1.09221,1.09274,1.09144,1.09201,5324,True
2025-04-07 15:20:00,1.09198,1.09318,1.09175,1.09264,3586,True
2025-04-07 15:25:00,1.09267,1.09373,1.092,1.09202,3683,True
2025-04-07 15:30:00,1.09203,1.09207,1.09014,1.09049,4181,True
2025-04-07 15:35:00,1.09052,1.09099,1.09026,1.09054,2142,True
2025-04-07 15:40:00,1.09054,1.09164,1.09024,1.09156,572,True
2025-04-07 15:45:00,1.0916,1.09196,1.09096,1.09176,582,True
2025-04-07 15:50:00,1.09175,1.09207,1.09094,1.09179,527,True
2025-04-07 15:55:00,1.09179,1.09243,1.09116,1.09124,950,True
2025-04-07 16:00:00,1.09124,1.09166,1.09109,1.09123,1849,True
2025-04-07 16:05:00,1.09112,1.09153,1.09049,1.091,667,True
2025-04-07 16:10:00,1.091,1.09133,1.09075,1.09133,1904,True
2025-04-07 16:15:00,1.09133,1.09212,1.09131,1.09161,1204,True
2025-04-07 16:20:00,1.09161,1.09232,1.09149,1.0921,719,True
2025-04-07 16:25:00,1.09208,1.09289,1.09191,1.09241,745,True
2025-04-07 16:30:00,1.0924,1.09261,1.09186,1.09189,1098,True
2025-04-07 16:35:00,1.09201,1.0926,1.09201,1.09213,372,True
2025-04-07 16:40:00,1.09214,1.09237,1.09097,1.09102,415,True
2025-04-07 16:45:00,1.09101,1.09172,1.09074,1.09162,1257,True
2025-04-07 16:50:00,1.09163,1.09237,1.0914,1.09237,1596,True
2025-04-07 16:55:00,1.09239,1.09337,1.09227,1.09332,1481,True
2025-04-07 17:00:00,1.09333,1.09403,1.09303,1.09359,3053,True
2025-04-07 17:05:00,1.09359,1.09388,1.09323,1.09341,1483,True
2025-04-07 17:10:00,1.09341,1.09378,1.09334,1.09376,1542,True
2025-04-07 17:15:00,1.09376,1.09441,1.0936,1.0941,1786,True
2025-04-07 17:20:00,1.0941,1.09478,1.09401,1.09471,1397,True
2025-04-07 17:25:00,1.09471,1.09501,1.09431,1.09441,1162,True
2025-04-07 17:30:00,1.09439,1.09444,1.09391,1.09413,1246,True
2025-04-07 17:35:00,1.09411,1.09481,1.09409,1.09457,1032,True
2025-04-07 17:40:00,1.09457,1.09462,1.09376,1.09411,1274,True
2025-04-07 17:45:00,1.09412,1.09495,1.09408,1.09443,2004,True
2025-04-07 17:50:00,1.09442,1.0946,1.09376,1.09422,1521,True
2025-04-07 17:55:00,1.09422,1.0951,1.09396,1.09398,1627,True
2025-04-07 18:00:00,1.09396,1.09449,1.09361,1.0943,1538,True
2025-04-07 18:05:00,1.0943,1.09536,1.09419,1.09441,1257,True
2025-04-07 18:10:00,1.09441,1.09462,1.09345,1.09347,1366,True
2025-04-07 18:15:00,1.09346,1.09362,1.09282,1.09282,1154,True
2025-04-07 18:20:00,1.09283,1.0932,1.09256,1.09283,1123,True
2025-04-07 18:25:00,1.09283,1.09298,1.09245,1.09285,1099,True
2025-04-07 18:30:00,1.09284,1.09383,1.09284,1.09362,858,True
2025-04-07 18:35:00,1.09361,1.09415,1.09361,1.09399,1033,True
2025-04-07 18:40:00,1.09402,1.09428,1.09333,1.0934,1193,True
2025-04-07 18:45:00,1.0934,1.0934,1.09271,1.09278,1030,True
2025-04-07 18:50:00,1.09276,1.09341,1.09263,1.09313,1086,True
2025-04-07 18:55:00,1.09312,1.09373,1.09261,1.09345,1554,True
2025-04-07 19:00:00,1.09345,1.09345,1.09248,1.09297,1457,True
2025-04-07 19:05:00,1.09298,1.09353,1.09274,1.0928,1102,True
2025-04-07 19:10:00,1.09281,1.09336,1.09268,1.09274,1153,True
2025-04-07 19:15:00,1.09272,1.09338,1.09235,1.09337,1410,True
2025-04-07 19:20:00,1.09338,1.09407,1.09337,1.09406,984,True
2025-04-07 19:25:00,1.09407,1.09418,1.09334,1.09352,1043,True
2025-04-07 19:30:00,1.09349,1.09417,1.09338,1.09362,968,True
2025-04-07 19:35:00,1.09362,1.09456,1.09313,1.09427,1421,True
2025-04-07 19:40:00,1.09429,1.09491,1.0934,1.09441,1158,True
2025-04-07 19:45:00,1.0944,1.09457,1.09373,1.09389,1219,True
2025-04-07 19:50:00,1.09386,1.09396,1.09282,1.09282,867,True
2025-04-07 19:55:00,1.0928,1.0928,1.09145,1.09168,1363,True
2025-04-07 20:00:00,1.0917,1.09206,1.0912,1.09167,1081,True
2025-04-07 20:05:00,1.09167,1.092,1.09167,1.09188,446,True
2025-04-07 20:10:00,1.0919,1.092,1.09137,1.0914,380,True
2025-04-07 20:15:00,1.09141,1.09153,1.09089,1.09108,521,True
2025-04-07 20:20:00,1.09106,1.09134,1.09076,1.09132,611,True
2025-04-07 20:25:00,1.09131,1.09148,1.0908,1.0909,479,True
2025-04-07 20:30:00,1.09092,1.09101,1.09053,1.09077,1092,True
2025-04-07 20:35:00,1.09078,1.09082,1.09028,1.09035,308,True
2025-04-07 20:40:00,1.09035,1.09073,1.09026,1.09064,335,True
2025-04-07 20:45:00,1.09064,1.09093,1.09059,1.09071,331,True
2025-04-07 20:50:00,1.09073,1.09084,1.09052,1.09066,326,True
2025-04-07 20:55:00,1.09066,1.09107,1.09047,1.091,766,True
2025-04-07 21:00:00,1.09088,1.09088,1.09088,1.09088,1,True
